"Step","zesty-sweep-5 - train_loss_step","zesty-sweep-5 - train_loss_step__MIN","zesty-sweep-5 - train_loss_step__MAX","wobbly-sweep-4 - train_loss_step","wobbly-sweep-4 - train_loss_step__MIN","wobbly-sweep-4 - train_loss_step__MAX","graceful-sweep-3 - train_loss_step","graceful-sweep-3 - train_loss_step__MIN","graceful-sweep-3 - train_loss_step__MAX","astral-sweep-2 - train_loss_step","astral-sweep-2 - train_loss_step__MIN","astral-sweep-2 - train_loss_step__MAX","gallant-sweep-1 - train_loss_step","gallant-sweep-1 - train_loss_step__MIN","gallant-sweep-1 - train_loss_step__MAX"
"25","2.3042490482330322","2.3042490482330322","2.3042490482330322","1.580414056777954","1.580414056777954","1.580414056777954","2.3019425868988037","2.3019425868988037","2.3019425868988037","NaN","","","1.4735990762710571","1.4735990762710571","1.4735990762710571"
"26","2.309267282485962","2.309267282485962","2.309267282485962","1.0614525079727173","1.0614525079727173","1.0614525079727173","2.29887318611145","2.29887318611145","2.29887318611145","NaN","","","1.0064889192581177","1.0064889192581177","1.0064889192581177"
"27","2.303316593170166","2.303316593170166","2.303316593170166","1.3923743963241577","1.3923743963241577","1.3923743963241577","2.3026857376098633","2.3026857376098633","2.3026857376098633","NaN","","","0.9799328446388245","0.9799328446388245","0.9799328446388245"
"30","2.310375213623047","2.310375213623047","2.310375213623047","0.9925032258033752","0.9925032258033752","0.9925032258033752","2.3015389442443848","2.3015389442443848","2.3015389442443848","NaN","","","1.1302733421325684","1.1302733421325684","1.1302733421325684"
"31","2.3018507957458496","2.3018507957458496","2.3018507957458496","1.1312497854232788","1.1312497854232788","1.1312497854232788","2.3012804985046387","2.3012804985046387","2.3012804985046387","NaN","","","1.2453488111495972","1.2453488111495972","1.2453488111495972"
"32","2.3033382892608643","2.3033382892608643","2.3033382892608643","0.9866167306900024","0.9866167306900024","0.9866167306900024","2.298123836517334","2.298123836517334","2.298123836517334","NaN","","","1.309040904045105","1.309040904045105","1.309040904045105"
"33","2.305426597595215","2.305426597595215","2.305426597595215","0.9750114679336548","0.9750114679336548","0.9750114679336548","2.2986202239990234","2.2986202239990234","2.2986202239990234","NaN","","","1.1396636962890625","1.1396636962890625","1.1396636962890625"
"34","2.2982935905456543","2.2982935905456543","2.2982935905456543","1.4193222522735596","1.4193222522735596","1.4193222522735596","2.301110029220581","2.301110029220581","2.301110029220581","NaN","","","1.1774353981018066","1.1774353981018066","1.1774353981018066"
"35","2.297004222869873","2.297004222869873","2.297004222869873","0.881353497505188","0.881353497505188","0.881353497505188","2.29656720161438","2.29656720161438","2.29656720161438","NaN","","","1.5574843883514404","1.5574843883514404","1.5574843883514404"
"36","2.2967922687530518","2.2967922687530518","2.2967922687530518","1.0684919357299805","1.0684919357299805","1.0684919357299805","2.3016698360443115","2.3016698360443115","2.3016698360443115","NaN","","","1.542110562324524","1.542110562324524","1.542110562324524"
"37","2.313397169113159","2.313397169113159","2.313397169113159","0.9360784888267517","0.9360784888267517","0.9360784888267517","2.2996790409088135","2.2996790409088135","2.2996790409088135","NaN","","","1.2844897508621216","1.2844897508621216","1.2844897508621216"
"38","2.305906295776367","2.305906295776367","2.305906295776367","1.389224886894226","1.389224886894226","1.389224886894226","2.303067684173584","2.303067684173584","2.303067684173584","NaN","","","0.838373064994812","0.838373064994812","0.838373064994812"
"39","2.3129563331604004","2.3129563331604004","2.3129563331604004","1.0543771982192993","1.0543771982192993","1.0543771982192993","2.3038856983184814","2.3038856983184814","2.3038856983184814","NaN","","","0.9673567414283752","0.9673567414283752","0.9673567414283752"
"40","2.300292730331421","2.300292730331421","2.300292730331421","1.1523350477218628","1.1523350477218628","1.1523350477218628","2.2951900959014893","2.2951900959014893","2.2951900959014893","NaN","","","1.1396229267120361","1.1396229267120361","1.1396229267120361"
"41","2.2945175170898438","2.2945175170898438","2.2945175170898438","0.8455421924591064","0.8455421924591064","0.8455421924591064","2.298788547515869","2.298788547515869","2.298788547515869","NaN","","","0.9749222993850708","0.9749222993850708","0.9749222993850708"
"42","2.3035192489624023","2.3035192489624023","2.3035192489624023","1.2068675756454468","1.2068675756454468","1.2068675756454468","2.2937488555908203","2.2937488555908203","2.2937488555908203","NaN","","","1.4565832614898682","1.4565832614898682","1.4565832614898682"
"43","2.2993006706237793","2.2993006706237793","2.2993006706237793","1.420518159866333","1.420518159866333","1.420518159866333","2.29034423828125","2.29034423828125","2.29034423828125","NaN","","","0.8654595613479614","0.8654595613479614","0.8654595613479614"
"44","2.2995896339416504","2.2995896339416504","2.2995896339416504","0.7179427742958069","0.7179427742958069","0.7179427742958069","2.296665668487549","2.296665668487549","2.296665668487549","NaN","","","1.0561920404434204","1.0561920404434204","1.0561920404434204"
"45","2.3020505905151367","2.3020505905151367","2.3020505905151367","1.0684865713119507","1.0684865713119507","1.0684865713119507","2.295501470565796","2.295501470565796","2.295501470565796","NaN","","","0.6448967456817627","0.6448967456817627","0.6448967456817627"
"46","2.315958023071289","2.315958023071289","2.315958023071289","0.6915855407714844","0.6915855407714844","0.6915855407714844","2.294055938720703","2.294055938720703","2.294055938720703","NaN","","","1.2065709829330444","1.2065709829330444","1.2065709829330444"
"47","2.298457384109497","2.298457384109497","2.298457384109497","0.7195475697517395","0.7195475697517395","0.7195475697517395","2.2960455417633057","2.2960455417633057","2.2960455417633057","NaN","","","1.0425972938537598","1.0425972938537598","1.0425972938537598"
"48","2.3051095008850098","2.3051095008850098","2.3051095008850098","1.2346998453140259","1.2346998453140259","1.2346998453140259","2.283219814300537","2.283219814300537","2.283219814300537","NaN","","","0.6309071183204651","0.6309071183204651","0.6309071183204651"
"49","2.32487154006958","2.32487154006958","2.32487154006958","0.7332548499107361","0.7332548499107361","0.7332548499107361","2.2916178703308105","2.2916178703308105","2.2916178703308105","NaN","","","0.8462692499160767","0.8462692499160767","0.8462692499160767"
"50","2.321213483810425","2.321213483810425","2.321213483810425","0.863672137260437","0.863672137260437","0.863672137260437","2.2933037281036377","2.2933037281036377","2.2933037281036377","NaN","","","1.203751564025879","1.203751564025879","1.203751564025879"
"51","2.304220199584961","2.304220199584961","2.304220199584961","0.8610485196113586","0.8610485196113586","0.8610485196113586","2.2707056999206543","2.2707056999206543","2.2707056999206543","NaN","","","1.240282654762268","1.240282654762268","1.240282654762268"
"52","2.298370838165283","2.298370838165283","2.298370838165283","1.138804316520691","1.138804316520691","1.138804316520691","2.263334274291992","2.263334274291992","2.263334274291992","NaN","","","1.1547833681106567","1.1547833681106567","1.1547833681106567"
"53","2.306819438934326","2.306819438934326","2.306819438934326","0.9565977454185486","0.9565977454185486","0.9565977454185486","2.1897830963134766","2.1897830963134766","2.1897830963134766","NaN","","","0.9566159248352051","0.9566159248352051","0.9566159248352051"
"54","2.3073959350585938","2.3073959350585938","2.3073959350585938","1.0779953002929688","1.0779953002929688","1.0779953002929688","2.1697824001312256","2.1697824001312256","2.1697824001312256","NaN","","","0.6798062920570374","0.6798062920570374","0.6798062920570374"
"55","2.325608491897583","2.325608491897583","2.325608491897583","1.2157713174819946","1.2157713174819946","1.2157713174819946","2.1328036785125732","2.1328036785125732","2.1328036785125732","NaN","","","1.0139145851135254","1.0139145851135254","1.0139145851135254"
"56","2.305507183074951","2.305507183074951","2.305507183074951","0.8878090977668762","0.8878090977668762","0.8878090977668762","2.1904587745666504","2.1904587745666504","2.1904587745666504","NaN","","","1.3083820343017578","1.3083820343017578","1.3083820343017578"
"57","2.3004040718078613","2.3004040718078613","2.3004040718078613","1.1273058652877808","1.1273058652877808","1.1273058652877808","2.242642879486084","2.242642879486084","2.242642879486084","NaN","","","1.0302430391311646","1.0302430391311646","1.0302430391311646"
"60","2.3104076385498047","2.3104076385498047","2.3104076385498047","0.7816673517227173","0.7816673517227173","0.7816673517227173","1.972813367843628","1.972813367843628","1.972813367843628","NaN","","","0.821679949760437","0.821679949760437","0.821679949760437"
"61","2.308396100997925","2.308396100997925","2.308396100997925","0.731917142868042","0.731917142868042","0.731917142868042","2.2165639400482178","2.2165639400482178","2.2165639400482178","NaN","","","1.2476375102996826","1.2476375102996826","1.2476375102996826"
"62","2.295952320098877","2.295952320098877","2.295952320098877","0.7600836753845215","0.7600836753845215","0.7600836753845215","1.8510221242904663","1.8510221242904663","1.8510221242904663","NaN","","","0.6472253799438477","0.6472253799438477","0.6472253799438477"
"63","2.2920584678649902","2.2920584678649902","2.2920584678649902","0.8818696141242981","0.8818696141242981","0.8818696141242981","2.0504298210144043","2.0504298210144043","2.0504298210144043","NaN","","","0.918124794960022","0.918124794960022","0.918124794960022"
"64","2.316415786743164","2.316415786743164","2.316415786743164","0.9300676584243774","0.9300676584243774","0.9300676584243774","2.213189125061035","2.213189125061035","2.213189125061035","NaN","","","0.7716711163520813","0.7716711163520813","0.7716711163520813"
"65","2.2861461639404297","2.2861461639404297","2.2861461639404297","0.8471050262451172","0.8471050262451172","0.8471050262451172","2.224457025527954","2.224457025527954","2.224457025527954","NaN","","","0.8519134521484375","0.8519134521484375","0.8519134521484375"
"66","2.287858486175537","2.287858486175537","2.287858486175537","0.7894328832626343","0.7894328832626343","0.7894328832626343","2.124361991882324","2.124361991882324","2.124361991882324","NaN","","","0.8330239653587341","0.8330239653587341","0.8330239653587341"
"67","2.298227548599243","2.298227548599243","2.298227548599243","1.0533915758132935","1.0533915758132935","1.0533915758132935","2.0065295696258545","2.0065295696258545","2.0065295696258545","NaN","","","0.7754990458488464","0.7754990458488464","0.7754990458488464"
"68","2.295588493347168","2.295588493347168","2.295588493347168","0.7695862650871277","0.7695862650871277","0.7695862650871277","1.9631837606430054","1.9631837606430054","1.9631837606430054","NaN","","","1.3384326696395874","1.3384326696395874","1.3384326696395874"
"69","2.303406238555908","2.303406238555908","2.303406238555908","1.1611957550048828","1.1611957550048828","1.1611957550048828","1.9058376550674438","1.9058376550674438","1.9058376550674438","NaN","","","0.9928276538848877","0.9928276538848877","0.9928276538848877"
"70","2.3030953407287598","2.3030953407287598","2.3030953407287598","0.6933181881904602","0.6933181881904602","0.6933181881904602","1.903610110282898","1.903610110282898","1.903610110282898","NaN","","","1.0597727298736572","1.0597727298736572","1.0597727298736572"
"71","2.299346446990967","2.299346446990967","2.299346446990967","0.422741174697876","0.422741174697876","0.422741174697876","2.1167194843292236","2.1167194843292236","2.1167194843292236","NaN","","","0.9357482194900513","0.9357482194900513","0.9357482194900513"
"72","2.3100132942199707","2.3100132942199707","2.3100132942199707","0.8389980792999268","0.8389980792999268","0.8389980792999268","2.059185743331909","2.059185743331909","2.059185743331909","NaN","","","1.0102015733718872","1.0102015733718872","1.0102015733718872"
"73","2.3005714416503906","2.3005714416503906","2.3005714416503906","0.7975594401359558","0.7975594401359558","0.7975594401359558","2.1685714721679688","2.1685714721679688","2.1685714721679688","NaN","","","0.8828349709510803","0.8828349709510803","0.8828349709510803"
"74","2.2992992401123047","2.2992992401123047","2.2992992401123047","0.7545064687728882","0.7545064687728882","0.7545064687728882","1.7862321138381958","1.7862321138381958","1.7862321138381958","NaN","","","0.5052148103713989","0.5052148103713989","0.5052148103713989"
"75","2.2979798316955566","2.2979798316955566","2.2979798316955566","0.49179932475090027","0.49179932475090027","0.49179932475090027","1.9305310249328613","1.9305310249328613","1.9305310249328613","NaN","","","0.8626174926757812","0.8626174926757812","0.8626174926757812"
"76","2.3079121112823486","2.3079121112823486","2.3079121112823486","0.979259729385376","0.979259729385376","0.979259729385376","2.2071175575256348","2.2071175575256348","2.2071175575256348","NaN","","","0.941845178604126","0.941845178604126","0.941845178604126"
"77","2.3054986000061035","2.3054986000061035","2.3054986000061035","0.846666693687439","0.846666693687439","0.846666693687439","2.1661019325256348","2.1661019325256348","2.1661019325256348","NaN","","","0.9988178610801697","0.9988178610801697","0.9988178610801697"
"78","2.3110692501068115","2.3110692501068115","2.3110692501068115","0.8627517223358154","0.8627517223358154","0.8627517223358154","2.0298619270324707","2.0298619270324707","2.0298619270324707","NaN","","","0.8110591769218445","0.8110591769218445","0.8110591769218445"
"79","2.3020997047424316","2.3020997047424316","2.3020997047424316","0.7276357412338257","0.7276357412338257","0.7276357412338257","1.8815209865570068","1.8815209865570068","1.8815209865570068","NaN","","","0.46078550815582275","0.46078550815582275","0.46078550815582275"
"80","2.296213150024414","2.296213150024414","2.296213150024414","0.7694408297538757","0.7694408297538757","0.7694408297538757","1.841870903968811","1.841870903968811","1.841870903968811","NaN","","","0.8045274019241333","0.8045274019241333","0.8045274019241333"
"81","2.3039891719818115","2.3039891719818115","2.3039891719818115","0.9862997531890869","0.9862997531890869","0.9862997531890869","1.8943040370941162","1.8943040370941162","1.8943040370941162","NaN","","","1.3713840246200562","1.3713840246200562","1.3713840246200562"
"82","2.285508155822754","2.285508155822754","2.285508155822754","0.7260688543319702","0.7260688543319702","0.7260688543319702","1.974692463874817","1.974692463874817","1.974692463874817","NaN","","","0.5320043563842773","0.5320043563842773","0.5320043563842773"
"83","2.301574468612671","2.301574468612671","2.301574468612671","0.7961865663528442","0.7961865663528442","0.7961865663528442","1.3937788009643555","1.3937788009643555","1.3937788009643555","NaN","","","1.0602169036865234","1.0602169036865234","1.0602169036865234"
"84","2.2957537174224854","2.2957537174224854","2.2957537174224854","0.939805269241333","0.939805269241333","0.939805269241333","1.7243098020553589","1.7243098020553589","1.7243098020553589","NaN","","","0.7299102544784546","0.7299102544784546","0.7299102544784546"
"85","2.296414375305176","2.296414375305176","2.296414375305176","1.3998212814331055","1.3998212814331055","1.3998212814331055","1.7980573177337646","1.7980573177337646","1.7980573177337646","NaN","","","0.6479806900024414","0.6479806900024414","0.6479806900024414"
"86","2.3065340518951416","2.3065340518951416","2.3065340518951416","1.0735154151916504","1.0735154151916504","1.0735154151916504","1.7915107011795044","1.7915107011795044","1.7915107011795044","NaN","","","0.5591820478439331","0.5591820478439331","0.5591820478439331"
"87","2.2973649501800537","2.2973649501800537","2.2973649501800537","0.5233490467071533","0.5233490467071533","0.5233490467071533","1.8267898559570312","1.8267898559570312","1.8267898559570312","NaN","","","0.901290774345398","0.901290774345398","0.901290774345398"
"90","2.2985661029815674","2.2985661029815674","2.2985661029815674","0.7515457272529602","0.7515457272529602","0.7515457272529602","1.7404563426971436","1.7404563426971436","1.7404563426971436","NaN","","","0.8702076077461243","0.8702076077461243","0.8702076077461243"
"91","2.3289413452148438","2.3289413452148438","2.3289413452148438","0.8407019376754761","0.8407019376754761","0.8407019376754761","1.8300398588180542","1.8300398588180542","1.8300398588180542","NaN","","","0.6482507586479187","0.6482507586479187","0.6482507586479187"
"92","2.3206591606140137","2.3206591606140137","2.3206591606140137","0.9576888084411621","0.9576888084411621","0.9576888084411621","1.7060387134552002","1.7060387134552002","1.7060387134552002","NaN","","","0.5907905697822571","0.5907905697822571","0.5907905697822571"
"93","2.2944154739379883","2.2944154739379883","2.2944154739379883","1.092442512512207","1.092442512512207","1.092442512512207","1.8400577306747437","1.8400577306747437","1.8400577306747437","NaN","","","0.6320136189460754","0.6320136189460754","0.6320136189460754"
"94","2.313185214996338","2.313185214996338","2.313185214996338","0.7145060896873474","0.7145060896873474","0.7145060896873474","1.69418203830719","1.69418203830719","1.69418203830719","NaN","","","1.035767912864685","1.035767912864685","1.035767912864685"
"95","2.3031606674194336","2.3031606674194336","2.3031606674194336","0.5460981726646423","0.5460981726646423","0.5460981726646423","1.7378184795379639","1.7378184795379639","1.7378184795379639","NaN","","","0.8653270602226257","0.8653270602226257","0.8653270602226257"
"96","2.3052375316619873","2.3052375316619873","2.3052375316619873","0.5753884315490723","0.5753884315490723","0.5753884315490723","1.870995044708252","1.870995044708252","1.870995044708252","NaN","","","1.1658989191055298","1.1658989191055298","1.1658989191055298"
"97","2.301781415939331","2.301781415939331","2.301781415939331","0.7076590061187744","0.7076590061187744","0.7076590061187744","1.7073644399642944","1.7073644399642944","1.7073644399642944","NaN","","","0.7659399509429932","0.7659399509429932","0.7659399509429932"
"98","2.299851655960083","2.299851655960083","2.299851655960083","0.6757426261901855","0.6757426261901855","0.6757426261901855","1.6622673273086548","1.6622673273086548","1.6622673273086548","NaN","","","0.9882485270500183","0.9882485270500183","0.9882485270500183"
"99","2.3011062145233154","2.3011062145233154","2.3011062145233154","0.6820263266563416","0.6820263266563416","0.6820263266563416","1.5720537900924683","1.5720537900924683","1.5720537900924683","NaN","","","0.7926291227340698","0.7926291227340698","0.7926291227340698"
"100","2.3038785457611084","2.3038785457611084","2.3038785457611084","1.2570527791976929","1.2570527791976929","1.2570527791976929","1.601897120475769","1.601897120475769","1.601897120475769","NaN","","","0.5877646803855896","0.5877646803855896","0.5877646803855896"
"101","2.3027262687683105","2.3027262687683105","2.3027262687683105","0.6025000810623169","0.6025000810623169","0.6025000810623169","1.7090916633605957","1.7090916633605957","1.7090916633605957","NaN","","","0.6729936003684998","0.6729936003684998","0.6729936003684998"
"102","2.2980589866638184","2.2980589866638184","2.2980589866638184","0.6690182089805603","0.6690182089805603","0.6690182089805603","1.642182469367981","1.642182469367981","1.642182469367981","NaN","","","0.8829469084739685","0.8829469084739685","0.8829469084739685"
"103","2.3094229698181152","2.3094229698181152","2.3094229698181152","0.5797539353370667","0.5797539353370667","0.5797539353370667","1.6759018898010254","1.6759018898010254","1.6759018898010254","NaN","","","0.5342298150062561","0.5342298150062561","0.5342298150062561"
"104","2.280231475830078","2.280231475830078","2.280231475830078","0.9139395356178284","0.9139395356178284","0.9139395356178284","1.829326868057251","1.829326868057251","1.829326868057251","NaN","","","0.6590081453323364","0.6590081453323364","0.6590081453323364"
"105","2.3045570850372314","2.3045570850372314","2.3045570850372314","1.095137357711792","1.095137357711792","1.095137357711792","1.6525866985321045","1.6525866985321045","1.6525866985321045","NaN","","","0.5678541660308838","0.5678541660308838","0.5678541660308838"
"106","2.311575174331665","2.311575174331665","2.311575174331665","0.7842831015586853","0.7842831015586853","0.7842831015586853","2.0045242309570312","2.0045242309570312","2.0045242309570312","NaN","","","0.8237594366073608","0.8237594366073608","0.8237594366073608"
"107","2.3051459789276123","2.3051459789276123","2.3051459789276123","0.7361436486244202","0.7361436486244202","0.7361436486244202","1.6650702953338623","1.6650702953338623","1.6650702953338623","NaN","","","0.8708436489105225","0.8708436489105225","0.8708436489105225"
"108","2.3038079738616943","2.3038079738616943","2.3038079738616943","0.8363975286483765","0.8363975286483765","0.8363975286483765","1.60469388961792","1.60469388961792","1.60469388961792","NaN","","","1.1734893321990967","1.1734893321990967","1.1734893321990967"
"109","2.2810778617858887","2.2810778617858887","2.2810778617858887","0.8213498592376709","0.8213498592376709","0.8213498592376709","1.5817338228225708","1.5817338228225708","1.5817338228225708","NaN","","","0.647449791431427","0.647449791431427","0.647449791431427"
"110","2.300757646560669","2.300757646560669","2.300757646560669","0.4099768400192261","0.4099768400192261","0.4099768400192261","1.7896581888198853","1.7896581888198853","1.7896581888198853","NaN","","","0.8128156065940857","0.8128156065940857","0.8128156065940857"
"111","2.298356533050537","2.298356533050537","2.298356533050537","0.6543358564376831","0.6543358564376831","0.6543358564376831","1.4502991437911987","1.4502991437911987","1.4502991437911987","NaN","","","0.86557936668396","0.86557936668396","0.86557936668396"
"112","2.308439016342163","2.308439016342163","2.308439016342163","0.74220210313797","0.74220210313797","0.74220210313797","1.7910511493682861","1.7910511493682861","1.7910511493682861","NaN","","","0.6151372790336609","0.6151372790336609","0.6151372790336609"
"113","2.3065719604492188","2.3065719604492188","2.3065719604492188","0.7609203457832336","0.7609203457832336","0.7609203457832336","1.7256072759628296","1.7256072759628296","1.7256072759628296","NaN","","","0.4559631645679474","0.4559631645679474","0.4559631645679474"
"114","2.318354845046997","2.318354845046997","2.318354845046997","0.880849301815033","0.880849301815033","0.880849301815033","1.3324968814849854","1.3324968814849854","1.3324968814849854","NaN","","","0.7607212066650391","0.7607212066650391","0.7607212066650391"
"115","2.3081016540527344","2.3081016540527344","2.3081016540527344","0.35458436608314514","0.35458436608314514","0.35458436608314514","1.6085060834884644","1.6085060834884644","1.6085060834884644","NaN","","","0.886992871761322","0.886992871761322","0.886992871761322"
"116","2.3086183071136475","2.3086183071136475","2.3086183071136475","0.8653661608695984","0.8653661608695984","0.8653661608695984","1.9512211084365845","1.9512211084365845","1.9512211084365845","NaN","","","1.232171654701233","1.232171654701233","1.232171654701233"
"117","2.300234317779541","2.300234317779541","2.300234317779541","0.6019977331161499","0.6019977331161499","0.6019977331161499","1.5260848999023438","1.5260848999023438","1.5260848999023438","NaN","","","0.7727203965187073","0.7727203965187073","0.7727203965187073"
