"Name","Created","val_acc","_wandb"
"dazzling-sweep-5","2024-10-15T22:16:21.000Z","0.7390000224113464",""
"scarlet-sweep-4","2024-10-15T22:11:10.000Z","0.1040000021457672",""
"leafy-sweep-3","2024-10-15T22:06:04.000Z","0.10660000145435332",""
"skilled-sweep-2","2024-10-15T22:00:58.000Z","0.1071999967098236",""
"vivid-sweep-1","2024-10-15T21:55:57.000Z","0.09759999811649324",""
